date,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2021-08-07,7.1981,33.5,40.08,4.68
2021-08-08,6.7241,31.72,54.36,2.36
2021-08-09,6.679,35.51,44.11,3.76
2021-08-10,6.6763,37.57,24.49,3.12
2021-08-11,6.3694,34.53,38.74,2.11
2021-08-12,6.3343,31.99,49.72,2.01
2021-08-13,6.4925,33.13,45.42,2.17
2021-08-14,6.7474,32.11,50.01,1.81
2021-08-15,6.0624,31.7,48.46,1.75
2021-08-16,6.6996,32.94,39.76,1.99
2021-08-17,6.2719,29.49,54.62,4.73
2021-08-18,6.2448,27.57,55.38,5.51
2021-08-19,6.2143,27.35,56.8,3.25
2021-08-20,6.1238,28.71,58.92,2.33
2021-08-21,6.223,28.21,59.59,2.09
2021-08-22,6.4178,27.7,63.38,2.04
2021-08-23,6.7356,29.34,48.42,2.01
2021-08-24,6.1327,30.21,45.44,2.04
2021-08-25,5.4974,30.45,52.57,1.89
2021-08-26,5.495,28.62,60.02,3.46
2021-08-27,6.4368,27.69,55.66,2.81
2021-08-28,5.718,29.04,49.19,2.31
2021-08-29,5.4113,26.23,63.5,3.86
2021-08-30,5.9052,26.46,59.64,2.14
2021-08-31,5.9515,28.16,62.78,2.14
2021-09-01,5.2428,29.57,60.96,3.32
2021-09-02,5.2973,29.14,65.93,4.32
2021-09-03,4.5098,30.11,65.07,3.1
2021-09-04,5.1082,28.23,70.27,2.41
2021-09-05,5.5615,26.67,68.6,3.27
2021-09-06,5.7432,25.94,67.74,2.81
2021-09-07,5.4818,25.77,65.29,2.95
2021-09-08,4.482,25.87,60.21,3.18
2021-09-09,4.9291,26.82,66.81,3.7
2021-09-10,4.1844,26.87,70.35,2.47
2021-09-11,5.4516,26.19,69.3,5.61
2021-09-12,5.274,25.37,65.48,3.03
2021-09-13,5.6218,25.23,60.58,1.88
2021-09-14,5.346,26.45,60.35,2.98
2021-09-15,4.8518,28.05,61.0,4.31
2021-09-16,5.1866,29.48,49.95,3.77
2021-09-17,4.1155,30.18,42.33,2.03
2021-09-18,4.6613,29.27,57.25,1.52
2021-09-19,5.2037,26.78,67.38,3.1
2021-09-20,3.0552,24.04,67.23,2.35
2021-09-21,2.844,26.19,61.24,2.65
2021-09-22,4.3174,26.32,70.21,2.18
2021-09-23,4.3202,26.61,70.6,3.35
2021-09-24,4.3003,29.53,55.58,3.35
2021-09-25,4.7707,28.75,52.5,3.81
2021-09-26,4.0997,28.54,62.94,3.11
2021-09-27,3.865,26.06,71.45,3.89
2021-09-28,4.8994,24.53,65.4,3.65
2021-09-29,5.2901,23.89,67.98,4.18
2021-09-30,4.9102,24.06,63.01,4.6
2021-10-01,4.5828,23.17,57.86,2.73
2021-10-02,4.5468,23.63,57.88,1.53
2021-10-03,4.7093,25.81,60.56,4.46
2021-10-04,4.4513,26.84,61.04,3.99
2021-10-05,2.6086,23.72,73.05,2.36
2021-10-06,3.7889,23.05,64.19,4.22
2021-10-07,4.0822,21.19,57.04,7.78
2021-10-08,3.5947,21.16,60.14,4.83
2021-10-09,3.4118,20.4,68.89,2.54
2021-10-10,3.241,19.13,70.17,3.09
2021-10-11,3.4411,19.52,62.51,3.5
2021-10-12,4.3032,19.68,64.36,2.94
2021-10-13,3.6722,19.22,69.16,5.0
2021-10-14,4.0642,17.61,67.51,4.83
2021-10-15,4.3622,16.97,61.52,5.06
2021-10-16,4.159,18.34,69.63,2.19
2021-10-17,4.2722,18.68,77.3,2.13
2021-10-18,3.5926,18.15,76.31,1.74
2021-10-19,3.4656,19.26,70.95,2.22
2021-10-20,3.8035,19.35,73.96,3.27
2021-10-21,4.061,20.77,66.75,3.9
2021-10-22,3.0374,21.73,63.9,2.75
2021-10-23,2.7806,21.41,78.42,1.89
2021-10-24,1.9476,20.42,87.18,3.93
2021-10-25,2.5193,20.03,88.05,3.55
2021-10-26,2.8606,19.33,83.14,4.22
2021-10-27,1.5907,18.55,81.05,2.43
2021-10-28,2.598,17.51,81.36,1.67
2021-10-29,3.6257,17.78,79.21,2.12
2021-10-30,2.5464,18.72,74.88,1.45
2021-10-31,2.2973,20.06,74.22,2.92
2021-11-01,2.6239,21.97,79.48,4.93
2021-11-02,2.8646,21.26,78.36,2.6
2021-11-03,3.3655,21.78,66.04,4.15
2021-11-04,2.8241,18.21,72.85,2.53
2021-11-05,1.921,17.75,74.52,1.55
2021-11-06,1.5084,18.71,77.42,1.87
2021-11-07,3.749,16.53,66.63,3.13
2021-11-08,3.366,15.56,71.91,2.66
2021-11-09,1.4606,15.37,73.48,3.05
2021-11-10,3.523,16.22,66.16,2.94
2021-11-11,3.3535,15.64,68.57,2.26
2021-11-12,3.5369,16.51,61.03,2.33
2021-11-13,3.4284,16.13,55.66,1.96
2021-11-14,3.355,16.28,74.85,3.3
2021-11-15,2.9918,16.76,73.44,2.4
2021-11-16,2.3482,16.14,72.53,1.86
2021-11-17,2.9789,14.99,79.95,2.68
2021-11-18,2.9453,15.87,81.22,2.22
2021-11-19,2.7835,15.77,84.58,2.14
2021-11-20,3.079,15.56,83.39,1.6
2021-11-21,2.1305,15.27,76.66,2.27
2021-11-22,2.875,15.36,78.19,3.64
2021-11-23,3.119,15.47,77.25,2.71
2021-11-24,2.9729,15.73,69.55,2.51
2021-11-25,1.8019,13.74,76.4,2.05
2021-11-26,2.8678,13.62,74.18,3.92
2021-11-27,3.013,13.65,68.9,4.54
2021-11-28,2.1062,12.03,72.38,5.5
2021-11-29,1.5269,10.59,70.52,8.63
2021-11-30,2.1922,12.25,67.19,4.74
2021-12-01,2.5356,11.75,75.42,2.72
2021-12-02,3.042,12.23,71.96,3.74
2021-12-03,1.1568,11.67,75.29,6.35
2021-12-04,1.9733,12.57,75.35,5.22
2021-12-05,2.6335,12.16,79.1,4.98
2021-12-06,1.5511,11.31,70.44,8.69
2021-12-07,2.459,13.59,74.73,6.76
2021-12-08,2.8553,13.33,76.46,3.46
2021-12-09,1.8518,11.85,75.24,5.64
2021-12-10,1.1933,13.18,80.04,6.61
2021-12-11,2.3873,12.39,67.19,8.93
2021-12-12,2.6647,12.04,70.46,4.55
2021-12-13,2.6664,11.71,71.11,3.37
2021-12-14,2.802,10.99,87.82,2.66
2021-12-15,2.4775,11.57,88.04,1.69
2021-12-16,2.2171,11.81,86.99,1.99
2021-12-17,2.5442,11.0,79.43,1.15
2021-12-18,2.4022,11.18,82.91,1.85
2021-12-19,2.6112,11.87,67.82,1.07
2021-12-20,2.8658,9.63,79.75,2.37
2021-12-21,2.0129,12.39,80.73,1.84
2021-12-22,2.6628,12.0,74.24,1.29
2021-12-23,2.1986,12.47,85.01,1.59
2021-12-24,2.6429,12.8,76.31,3.49
2021-12-25,1.8286,12.9,79.55,2.6
2021-12-26,1.8468,13.54,81.08,2.24
2021-12-27,1.891,14.51,87.83,4.26
2021-12-28,2.3894,15.38,87.79,5.51
2021-12-29,2.401,15.96,80.87,7.26
2021-12-30,2.0472,15.43,85.17,6.25
2021-12-31,2.3758,13.66,91.69,2.46
2022-01-01,2.6736,12.25,90.66,2.91
2022-01-02,1.7587,11.51,91.21,2.14
2022-01-03,2.8006,11.44,89.34,2.75
2022-01-04,2.8685,12.28,69.63,1.91
2022-01-05,2.922,11.91,65.94,4.92
2022-01-06,1.985,10.42,79.61,3.71
2022-01-07,2.7185,10.11,84.04,4.68
2022-01-08,2.2673,11.99,72.52,8.03
2022-01-09,1.709,12.69,72.94,6.36
2022-01-10,0.9372,12.08,71.56,7.63
2022-01-11,1.4035,11.21,70.43,6.17
2022-01-12,2.8176,10.48,71.35,4.98
2022-01-13,1.5283,9.44,85.32,2.6
2022-01-14,2.0772,9.48,75.56,2.51
2022-01-15,2.9794,10.52,79.55,3.55
2022-01-16,2.3167,11.2,77.4,3.79
2022-01-17,2.9011,11.96,74.63,4.43
2022-01-18,2.8126,10.9,78.48,2.92
2022-01-19,3.1082,11.05,70.31,0.98
2022-01-20,3.1906,8.8,77.48,2.12
2022-01-21,2.8728,9.42,84.35,3.16
2022-01-22,2.3724,10.4,81.85,2.78
2022-01-23,3.3734,10.29,68.51,1.28
2022-01-24,3.5364,9.26,70.92,1.43
2022-01-25,2.0074,10.21,76.15,1.32
2022-01-26,3.4925,8.86,75.35,1.38
2022-01-27,3.5405,8.73,69.53,1.57
2022-01-28,3.654,9.62,77.22,3.05
2022-01-29,3.049,11.21,74.35,3.54
2022-01-30,3.4735,10.4,85.42,3.79
2022-01-31,3.8455,11.7,79.45,5.52
2022-02-01,2.9354,12.44,64.84,8.33
2022-02-02,2.0736,11.92,80.09,6.97
2022-02-03,3.7423,13.23,76.5,2.85
2022-02-04,3.9089,12.26,69.61,3.37
2022-02-05,3.726,12.84,81.78,3.85
2022-02-06,3.3972,11.8,82.79,3.19
2022-02-07,3.8107,12.33,76.22,6.33
2022-02-08,3.9792,12.24,61.33,3.25
2022-02-09,4.2278,10.8,57.5,1.68
2022-02-10,4.3344,9.94,62.47,2.21
2022-02-11,4.1611,10.87,72.25,1.69
2022-02-12,3.0497,10.75,86.85,2.68
2022-02-13,3.9487,11.48,76.75,1.51
2022-02-14,3.3442,12.24,69.8,3.43
2022-02-15,2.5166,11.9,74.64,4.06
2022-02-16,2.9779,12.09,73.38,5.68
2022-02-17,2.0844,13.98,81.56,6.33
2022-02-18,4.2509,14.56,81.03,3.87
2022-02-19,3.138,13.94,75.96,2.51
2022-02-20,3.936,13.38,76.82,5.41
2022-02-21,4.6111,13.12,72.51,5.86
2022-02-22,4.315,12.82,70.23,7.85
2022-02-23,4.7467,12.46,74.8,3.87
2022-02-24,4.7599,11.86,75.18,2.28
2022-02-25,4.4011,11.78,81.39,2.76
2022-02-26,3.2592,12.17,75.23,4.17
2022-02-27,4.3601,10.45,58.91,3.05
2022-02-28,2.3302,9.55,66.73,1.69
2022-03-01,3.8088,10.2,70.22,3.64
2022-03-02,4.0824,10.95,68.03,1.51
2022-03-03,3.8002,10.86,76.61,2.31
2022-03-04,3.9221,11.57,77.19,1.48
2022-03-05,2.3146,11.15,80.49,2.82
2022-03-06,3.9857,11.33,71.97,1.44
2022-03-07,3.1183,10.41,78.89,1.83
2022-03-08,4.7928,10.58,67.95,2.63
2022-03-09,3.7428,9.92,70.79,2.87
2022-03-10,5.4684,10.64,68.57,1.73
2022-03-11,4.98,12.98,75.37,3.25
2022-03-12,2.1881,12.6,83.64,3.82
2022-03-13,5.2058,14.16,76.77,3.26
2022-03-14,3.9494,14.82,79.13,5.49
2022-03-15,3.8522,14.87,75.87,6.66
2022-03-16,3.7253,14.63,75.87,5.89
2022-03-17,3.3108,14.56,78.01,6.26
2022-03-18,1.6987,14.35,83.76,4.76
2022-03-19,1.2307,13.57,90.08,5.67
2022-03-20,1.7426,12.11,78.01,5.32
2022-03-21,3.0173,10.91,81.12,2.8
2022-03-22,2.6093,10.11,79.4,3.44
2022-03-23,4.271,10.89,73.03,3.35
2022-03-24,5.9076,12.09,68.17,4.77
2022-03-25,3.8587,12.88,75.05,5.44
2022-03-26,4.1153,14.53,79.16,6.18
2022-03-27,3.3643,14.23,86.76,2.43
2022-03-28,4.5521,14.4,83.91,2.13
2022-03-29,4.8386,16.54,74.95,3.0
2022-03-30,2.3011,17.78,78.67,2.87
2022-03-31,4.4378,15.11,81.96,3.71
2022-04-01,5.5637,13.7,72.45,5.78
2022-04-02,5.713,11.21,65.06,5.73
2022-04-03,3.9634,11.01,61.86,2.09
2022-04-04,3.1042,13.42,72.59,3.4
2022-04-05,3.3192,14.44,78.1,3.26
2022-04-06,3.329,15.61,77.16,5.82
2022-04-07,5.8094,14.99,71.61,6.3
2022-04-08,6.7702,16.36,62.79,2.91
2022-04-09,5.9899,16.14,64.75,4.31
2022-04-10,6.9324,13.78,63.21,4.01
2022-04-11,6.7075,14.7,65.9,4.86
2022-04-12,5.9258,16.15,69.5,6.55
2022-04-13,4.381,15.71,73.78,5.97
2022-04-14,3.073,15.72,82.61,5.81
2022-04-15,2.0489,15.16,84.4,3.02
2022-04-16,4.0464,14.96,81.34,4.27
2022-04-17,5.0134,15.23,77.81,4.66
2022-04-18,6.0226,14.26,59.71,3.87
2022-04-19,6.9564,17.25,56.95,2.03
2022-04-20,3.4123,18.93,59.19,3.29
2022-04-21,3.4716,15.59,79.44,3.88
2022-04-22,5.8848,15.32,73.13,4.98
2022-04-23,6.9348,19.34,61.33,4.14
2022-04-24,6.4298,17.56,67.25,2.27
2022-04-25,6.6098,17.63,62.93,1.54
2022-04-26,6.8062,18.28,55.64,2.46
2022-04-27,5.5534,18.34,56.97,2.24
2022-04-28,1.6416,16.5,75.05,1.77
2022-04-29,4.3296,16.36,78.17,2.49
2022-04-30,3.9343,15.97,70.88,2.03
2022-05-01,7.0399,16.77,71.8,3.42
2022-05-02,6.7433,17.58,69.88,3.22
2022-05-03,6.1678,19.44,65.96,1.91
2022-05-04,6.827,20.16,63.64,4.45
2022-05-05,4.8502,20.68,65.79,6.2
2022-05-06,5.5291,17.24,73.63,8.41
2022-05-07,3.0958,16.76,82.58,5.8
2022-05-08,5.0537,17.32,81.19,4.57
2022-05-09,4.8218,17.14,81.71,2.48
2022-05-10,6.0588,16.91,80.97,2.22
2022-05-11,7.3044,17.86,74.83,1.81
2022-05-12,7.53,19.08,61.86,1.63
2022-05-13,7.8194,20.78,52.07,2.2
2022-05-14,8.2195,21.11,52.94,1.75
2022-05-15,7.4357,22.6,58.78,2.16
2022-05-16,7.645,22.44,59.91,1.92
2022-05-17,7.7621,22.61,50.97,2.01
2022-05-18,7.8727,22.13,59.17,2.23
2022-05-19,7.3954,22.27,69.88,2.53
2022-05-20,7.8694,22.55,63.87,2.93
2022-05-21,8.5082,23.23,50.67,2.31
2022-05-22,7.9327,24.56,42.43,1.65
2022-05-23,8.0467,26.79,42.87,2.25
2022-05-24,7.5043,26.89,48.88,1.32
2022-05-25,5.2769,23.88,66.36,2.28
2022-05-26,4.5593,21.73,74.69,3.14
2022-05-27,6.4452,21.38,70.06,4.62
2022-05-28,4.085,21.45,75.41,5.9
2022-05-29,7.7909,24.53,50.18,4.22
2022-05-30,7.1002,26.06,49.33,2.19
2022-05-31,7.4573,26.55,58.35,2.39
2022-06-01,6.8174,28.85,56.26,2.2
2022-06-02,6.9218,26.85,54.15,1.97
2022-06-03,7.2713,30.62,38.8,3.74
2022-06-04,7.8502,30.99,34.22,3.88
2022-06-05,7.685,28.07,49.51,3.52
2022-06-06,7.4417,26.79,50.78,2.94
2022-06-07,7.3462,26.89,49.45,3.14
2022-06-08,7.687,26.06,56.46,2.85
2022-06-09,6.9106,24.1,58.74,6.48
2022-06-10,7.5804,22.94,59.43,6.98
2022-06-11,7.8079,23.44,63.74,4.88
2022-06-12,7.6594,24.71,60.0,3.88
2022-06-13,7.9546,25.58,55.38,3.29
2022-06-14,8.2015,27.47,41.52,2.46
2022-06-15,7.782,28.24,40.6,1.9
2022-06-16,7.9399,28.5,41.71,2.12
2022-06-17,7.8773,29.36,39.82,1.75
2022-06-18,7.8533,26.55,60.61,2.73
2022-06-19,7.0462,26.76,60.84,3.23
2022-06-20,8.0419,27.62,57.27,4.26
2022-06-21,7.5751,29.96,39.38,4.22
2022-06-22,7.5475,31.09,32.36,3.3
2022-06-23,8.0935,30.39,42.35,1.82
2022-06-24,7.98,29.26,53.1,1.75
2022-06-25,7.548,30.81,44.43,3.57
2022-06-26,7.5072,32.82,35.99,4.73
2022-06-27,7.8938,34.13,35.3,3.06
2022-06-28,7.1945,28.47,63.34,4.31
2022-06-29,7.1849,27.61,58.62,3.31
2022-06-30,5.2315,29.84,56.46,2.31
2022-07-01,6.5251,31.7,54.06,2.36
2022-07-02,7.3951,28.3,66.21,2.9
2022-07-03,6.7874,28.44,57.62,2.1
2022-07-04,7.7724,30.53,43.36,1.83
2022-07-05,7.2029,31.01,46.14,2.16
2022-07-06,6.9982,31.21,48.75,2.71
2022-07-07,6.9581,30.35,49.67,3.88
2022-07-08,6.8674,26.72,59.03,6.27
2022-07-09,6.6787,26.6,61.29,4.24
2022-07-10,6.9766,26.62,56.16,3.03
2022-07-11,7.2372,26.66,55.31,2.83
2022-07-12,8.0618,28.1,53.52,4.24
2022-07-13,6.8539,29.16,53.54,3.3
2022-07-14,6.4169,27.71,56.27,2.18
2022-07-15,7.8902,27.91,54.82,1.94
2022-07-16,8.0263,28.74,47.64,2.14
2022-07-17,8.149,30.46,39.7,2.49
2022-07-18,7.6906,30.82,39.3,3.38
2022-07-19,7.6507,31.58,40.73,4.1
2022-07-20,7.5221,31.56,41.11,3.96
2022-07-21,6.9384,31.11,48.04,2.39
2022-07-22,7.5485,30.88,44.21,2.32
2022-07-23,6.811,31.4,42.82,2.58
2022-07-24,7.404,31.82,37.94,2.05
2022-07-25,7.2449,31.68,38.33,2.51
2022-07-26,7.219,31.9,40.28,2.71
2022-07-27,6.9542,30.2,57.23,4.3
2022-07-28,6.7529,30.19,59.11,3.02
2022-07-29,7.1069,31.15,55.86,1.9
2022-07-30,6.8635,31.19,51.56,3.24
2022-07-31,7.0937,29.51,57.32,4.48
2022-08-01,6.6624,29.35,57.06,2.21
2022-08-02,6.7658,28.79,59.54,2.38
2022-08-03,6.6348,29.45,56.33,2.37
2022-08-04,6.5393,30.57,52.45,2.94
2022-08-05,6.9499,31.72,43.92,3.07
2022-08-06,6.2602,30.0,60.19,2.67
2022-08-07,6.6293,29.89,61.38,4.37
2022-08-08,6.1183,29.96,62.16,3.73
2022-08-09,6.3458,29.12,63.1,3.05
2022-08-10,6.3871,28.78,62.39,2.89
2022-08-11,6.4934,28.63,61.16,2.26
2022-08-12,6.9444,28.81,56.12,2.67
2022-08-13,6.9646,30.64,45.79,2.46
2022-08-14,6.5839,31.49,41.46,2.25
2022-08-15,5.6962,32.41,41.63,2.71
2022-08-16,5.7413,32.73,42.67,3.82
2022-08-17,6.1754,35.44,37.68,5.12
2022-08-18,5.3446,31.04,54.83,4.43
2022-08-19,5.9328,28.27,54.53,6.47
2022-08-20,6.6953,28.16,53.72,6.18
2022-08-21,6.5642,27.62,58.9,5.83
2022-08-22,5.5867,28.03,60.1,5.31
2022-08-23,6.5395,27.4,59.55,5.09
2022-08-24,6.4426,27.41,59.58,2.87
2022-08-25,6.1956,27.26,60.56,2.64
2022-08-26,6.4771,27.84,59.2,2.68
2022-08-27,6.0259,29.27,55.01,1.58
2022-08-28,6.0509,29.21,60.66,2.04
2022-08-29,5.9772,28.15,62.57,1.84
2022-08-30,6.4145,29.34,57.04,2.27
2022-08-31,4.487,27.75,56.11,3.15
2022-09-01,6.1394,28.47,60.67,3.07
2022-09-02,5.491,30.06,56.77,2.19
2022-09-03,5.3986,31.43,51.99,3.12
2022-09-04,4.9594,31.2,45.17,2.39
2022-09-05,5.5349,32.64,46.42,3.34
2022-09-06,5.1768,30.76,60.4,2.63
2022-09-07,5.3938,30.29,56.26,2.7
2022-09-08,5.5625,31.5,46.65,3.2
2022-09-09,5.4427,29.77,56.01,2.06
2022-09-10,5.8574,28.35,61.27,2.66
2022-09-11,6.3859,28.48,56.52,2.62
2022-09-12,6.119,28.11,56.41,2.27
2022-09-13,5.8625,29.27,56.94,3.48
2022-09-14,5.7281,31.82,53.35,4.84
2022-09-15,5.4998,31.43,51.79,3.97
2022-09-16,5.359,29.29,66.75,2.42
2022-09-17,4.2019,26.57,68.02,4.17
2022-09-18,5.352,25.29,55.33,2.58
2022-09-19,5.1019,27.56,60.65,2.72
2022-09-20,5.1187,26.13,61.01,3.91
2022-09-21,5.1262,24.32,62.67,3.94
2022-09-22,1.7071,23.29,63.58,1.1
2022-09-23,4.6718,22.45,64.35,2.27
2022-09-24,5.569,23.85,55.43,4.23
2022-09-25,4.9978,25.08,61.8,3.72
2022-09-26,2.6952,24.41,72.85,3.54
2022-09-27,3.7082,23.46,67.0,4.5
2022-09-28,4.6848,22.4,65.17,4.02
2022-09-29,5.3328,23.34,57.06,3.54
2022-09-30,4.9162,23.69,65.22,2.59
2022-10-01,5.0834,21.98,65.17,4.67
2022-10-02,5.0402,22.23,65.63,3.65
2022-10-03,4.9584,22.93,70.72,2.97
2022-10-04,4.9063,22.71,76.9,2.42
2022-10-05,4.5972,23.65,71.06,2.11
2022-10-06,4.3853,24.64,67.45,3.1
2022-10-07,4.4741,23.68,62.25,2.7
2022-10-08,4.3846,24.56,60.59,1.91
2022-10-09,3.005,24.34,61.65,1.5
2022-10-10,4.4366,24.86,60.13,1.74
2022-10-11,3.8698,24.33,69.7,2.37
2022-10-12,3.0878,24.0,77.19,3.68
2022-10-13,2.7754,22.16,80.52,3.57
2022-10-14,3.6869,22.64,69.44,5.25
2022-10-15,4.1762,22.99,72.91,3.18
2022-10-16,4.2859,23.26,72.2,3.62
2022-10-17,4.1088,23.5,76.72,3.84
2022-10-18,4.4558,23.18,73.3,2.28
2022-10-19,4.5372,22.15,65.0,1.57
2022-10-20,4.2706,21.6,62.79,2.01
2022-10-21,4.193,22.67,59.33,4.54
2022-10-22,4.4059,23.74,56.08,3.39
2022-10-23,4.5509,23.63,47.09,2.96
2022-10-24,4.062,24.71,38.03,1.93
2022-10-25,3.9646,24.28,41.74,1.57
2022-10-26,4.043,22.91,38.0,2.1
2022-10-27,3.8767,22.73,36.16,2.71
2022-10-28,3.9972,22.25,49.25,1.71
2022-10-29,3.701,21.71,69.39,2.06
2022-10-30,3.6571,21.96,72.16,3.07
2022-10-31,3.9542,21.23,70.42,2.74
2022-11-01,3.8976,20.83,56.57,2.15
2022-11-02,3.103,20.89,50.4,1.76
2022-11-03,3.0874,22.89,37.65,3.17
2022-11-04,2.4391,21.1,67.32,4.54
2022-11-05,2.5296,17.54,66.89,8.27
2022-11-06,3.0986,18.19,66.62,5.29
2022-11-07,3.4834,17.33,71.0,1.64
2022-11-08,3.5825,18.5,60.78,2.47
2022-11-09,3.2515,20.2,58.73,1.7
2022-11-10,3.2354,19.19,76.9,2.0
2022-11-11,2.8858,18.56,84.97,1.7
2022-11-12,3.0605,19.21,72.32,1.54
2022-11-13,2.759,17.36,77.7,1.12
2022-11-14,2.815,18.36,74.38,1.87
2022-11-15,2.8238,19.28,63.59,1.59
2022-11-16,2.9654,18.96,77.11,3.18
2022-11-17,2.5601,19.31,80.12,4.76
2022-11-18,2.9282,19.7,79.22,3.95
2022-11-19,1.7808,17.51,70.19,5.49
2022-11-20,2.1547,15.51,68.12,7.26
2022-11-21,3.1567,16.22,60.24,5.0
2022-11-22,2.173,15.42,57.99,8.11
2022-11-23,1.6078,17.75,76.59,7.41
2022-11-24,2.827,17.35,79.19,4.75
2022-11-25,2.8776,17.31,77.88,1.36
2022-11-26,1.6284,16.11,75.46,7.7
2022-11-27,1.6754,15.81,70.02,6.44
2022-11-28,2.687,14.46,66.39,2.35
2022-11-29,2.0153,14.35,73.65,3.69
2022-11-30,2.1362,13.81,75.41,5.0
2022-12-01,2.6472,13.92,73.3,2.27
2022-12-02,2.0537,13.57,61.1,4.27
2022-12-03,2.2594,13.95,69.53,2.33
2022-12-04,2.8735,13.69,57.5,2.12
2022-12-05,2.9436,14.31,59.05,2.51
2022-12-06,1.9874,16.06,62.85,3.18
2022-12-07,2.7043,16.08,83.92,2.86
2022-12-08,2.5368,15.92,74.09,2.64
2022-12-09,1.5614,18.48,67.56,3.85
2022-12-10,2.0402,17.85,75.23,5.41
2022-12-11,2.0482,15.97,75.91,4.37
2022-12-12,2.13,15.84,83.5,3.78
2022-12-13,2.3784,18.11,77.51,5.04
2022-12-14,2.6335,18.9,73.67,4.24
2022-12-15,2.3126,19.28,64.68,2.89
2022-12-16,2.1202,16.13,78.22,2.59
2022-12-17,2.4919,15.01,78.44,2.1
2022-12-18,2.6827,14.4,85.45,1.91
2022-12-19,2.6842,14.08,84.53,1.47
2022-12-20,2.802,12.69,73.77,1.73
2022-12-21,2.6551,13.58,75.79,2.18
2022-12-22,2.0609,15.31,87.36,4.25
2022-12-23,2.527,15.87,86.81,5.52
2022-12-24,2.7002,16.39,75.46,4.58
2022-12-25,2.7542,17.93,52.8,2.14
2022-12-26,2.8718,16.82,53.36,1.59
2022-12-27,2.9066,15.68,65.06,2.36
2022-12-28,2.9722,14.01,77.75,1.95
2022-12-29,2.3489,13.14,62.97,1.73
2022-12-30,2.8032,14.01,77.09,2.1
2022-12-31,2.8394,13.89,58.95,1.98
2023-01-01,2.7914,13.57,56.71,2.84
2023-01-02,3.0146,13.68,55.81,4.68
2023-01-03,2.9602,12.61,64.79,1.9
2023-01-04,2.8246,12.63,87.47,2.69
2023-01-05,2.3362,12.93,87.2,2.1
2023-01-06,2.5092,12.83,84.85,2.72
2023-01-07,1.8581,12.9,79.75,2.1
2023-01-08,3.1392,11.86,63.99,2.13
2023-01-09,2.2591,14.36,69.67,4.51
2023-01-10,2.2898,14.39,64.57,7.79
2023-01-11,2.453,13.54,73.57,4.16
2023-01-12,2.7362,14.25,75.32,5.44
2023-01-13,2.0393,14.69,73.55,4.69
2023-01-14,2.7293,14.69,72.02,5.34
2023-01-15,3.0715,13.38,72.81,2.34
2023-01-16,3.0204,13.5,73.77,5.06
2023-01-17,1.8677,14.74,62.04,4.62
2023-01-18,2.5354,12.8,72.34,5.37
2023-01-19,2.1252,9.44,76.77,5.51
2023-01-20,2.0652,9.74,68.91,7.38
2023-01-21,1.8156,8.9,68.48,5.97
2023-01-22,2.7322,7.88,81.13,4.33
2023-01-23,3.3242,8.21,76.27,3.39
2023-01-24,2.9561,8.11,54.73,2.93
2023-01-25,2.1494,7.41,66.56,1.85
2023-01-26,2.8397,7.98,87.18,3.39
2023-01-27,2.6467,10.31,78.31,4.38
2023-01-28,3.0144,9.55,76.62,3.45
2023-01-29,2.9491,9.32,85.62,2.57
2023-01-30,3.0828,9.91,81.81,2.68
2023-01-31,2.7948,11.59,74.34,4.98
2023-02-01,2.2188,11.23,78.05,2.28
2023-02-02,1.5406,11.82,77.07,2.99
2023-02-03,3.4315,11.96,76.03,1.74
2023-02-04,3.7298,11.48,79.59,4.06
2023-02-05,3.0775,12.99,71.0,2.7
2023-02-06,2.2272,11.21,80.14,3.08
2023-02-07,1.3171,10.08,87.13,5.01
2023-02-08,0.996,8.94,88.1,6.16
2023-02-09,2.406,9.82,76.39,4.25
2023-02-10,1.2456,10.42,78.83,5.87
2023-02-11,3.6178,10.28,74.19,2.33
2023-02-12,3.6499,9.78,64.63,1.47
2023-02-13,3.4087,11.11,72.94,2.51
2023-02-14,3.8839,10.78,71.43,1.25
2023-02-15,4.4417,10.1,72.31,1.44
2023-02-16,3.6787,11.18,78.13,1.9
2023-02-17,3.6607,11.43,74.45,1.23
2023-02-18,4.0634,12.32,73.94,0.99
2023-02-19,4.6507,11.95,73.49,1.8
2023-02-20,4.6728,13.16,72.62,1.68
2023-02-21,4.4918,14.08,55.51,1.75
2023-02-22,3.8594,14.41,67.89,1.42
2023-02-23,4.1225,14.47,71.2,2.03
2023-02-24,3.313,17.14,58.92,3.19
2023-02-25,1.9913,14.48,64.63,4.09
2023-02-26,3.9955,12.56,65.93,4.38
2023-02-27,4.6272,12.44,61.73,2.29
2023-02-28,3.0394,10.0,64.02,3.62
2023-03-01,3.7519,10.22,72.98,6.04
2023-03-02,3.9874,11.49,66.7,2.73
2023-03-03,3.9804,9.97,83.56,4.75
2023-03-04,4.061,10.8,83.51,3.75
2023-03-05,4.6733,11.22,74.58,3.83
2023-03-06,2.1977,9.99,79.18,3.7
2023-03-07,5.0275,13.83,70.65,3.32
2023-03-08,5.2526,15.23,70.08,3.53
2023-03-09,4.9939,17.19,66.47,2.75
2023-03-10,4.9798,17.0,74.95,5.66
2023-03-11,4.8182,17.0,70.1,7.4
2023-03-12,5.4785,16.47,73.17,6.69
2023-03-13,5.8946,16.28,66.97,2.69
2023-03-14,4.6337,15.67,64.71,5.3
